"","zip","family_size","income_limit","year"
"19645","907","1",27700,"2018"
"19646","907","2",31650,"2018"
"19647","907","3",35600,"2018"
"19648","907","4",39516.6666666667,"2018"
"19649","907","5",42700,"2018"
"19650","907","6",45866.6666666667,"2018"
"19651","907","7",49033.3333333333,"2018"
"19652","907","8",52183.3333333333,"2018"
"19653","907","9",60010.8333333333,"2018"
"19654","907","10",69012.4583333333,"2018"
"19655","907","11",79364.3270833333,"2018"
"19656","907","NoAnswer",1,"2018"
"19657","908","1",27700,"2018"
"19658","908","2",31650,"2018"
"19659","908","3",35600,"2018"
"19660","908","4",39516.6666666667,"2018"
"19661","908","5",42700,"2018"
"19662","908","6",45866.6666666667,"2018"
"19663","908","7",49033.3333333333,"2018"
"19664","908","8",52183.3333333333,"2018"
"19665","908","9",60010.8333333333,"2018"
"19666","908","10",69012.4583333333,"2018"
"19667","908","11",79364.3270833333,"2018"
"19668","908","NoAnswer",1,"2018"
"19669","909","1",10850,"2018"
"19670","909","2",12400,"2018"
"19671","909","3",13950,"2018"
"19672","909","4",15450,"2018"
"19673","909","5",16700,"2018"
"19674","909","6",17950,"2018"
"19675","909","7",19200,"2018"
"19676","909","8",20400,"2018"
"19677","909","9",23460,"2018"
"19678","909","10",26979,"2018"
"19679","909","11",31025.85,"2018"
"19680","909","NoAnswer",1,"2018"
"19681","910","1",22400,"2018"
"19682","910","2",25600,"2018"
"19683","910","3",28800,"2018"
"19684","910","4",31950,"2018"
"19685","910","5",34525,"2018"
"19686","910","6",37100,"2018"
"19687","910","7",39650,"2018"
"19688","910","8",42200,"2018"
"19689","910","9",48530,"2018"
"19690","910","10",55809.5,"2018"
"19691","910","11",64180.925,"2018"
"19692","910","NoAnswer",1,"2018"
"19693","911","1",22400,"2018"
"19694","911","2",25600,"2018"
"19695","911","3",28800,"2018"
"19696","911","4",31950,"2018"
"19697","911","5",34525,"2018"
"19698","911","6",37100,"2018"
"19699","911","7",39650,"2018"
"19700","911","8",42200,"2018"
"19701","911","9",48530,"2018"
"19702","911","10",55809.5,"2018"
"19703","911","11",64180.925,"2018"
"19704","911","NoAnswer",1,"2018"
"19705","912","1",22400,"2018"
"19706","912","2",25600,"2018"
"19707","912","3",28800,"2018"
"19708","912","4",31950,"2018"
"19709","912","5",34525,"2018"
"19710","912","6",37100,"2018"
"19711","912","7",39650,"2018"
"19712","912","8",42200,"2018"
"19713","912","9",48530,"2018"
"19714","912","10",55809.5,"2018"
"19715","912","11",64180.925,"2018"
"19716","912","NoAnswer",1,"2018"
"19717","913","1",26766.6666666667,"2018"
"19718","913","2",30600,"2018"
"19719","913","3",34416.6666666667,"2018"
"19720","913","4",38200,"2018"
"19721","913","5",41283.3333333333,"2018"
"19722","913","6",44350,"2018"
"19723","913","7",47400,"2018"
"19724","913","8",50450,"2018"
"19725","913","9",58017.5,"2018"
"19726","913","10",66720.125,"2018"
"19727","913","11",76728.14375,"2018"
"19728","913","NoAnswer",1,"2018"
"19729","914","1",22400,"2018"
"19730","914","2",25600,"2018"
"19731","914","3",28800,"2018"
"19732","914","4",31950,"2018"
"19733","914","5",34525,"2018"
"19734","914","6",37100,"2018"
"19735","914","7",39650,"2018"
"19736","914","8",42200,"2018"
"19737","914","9",48530,"2018"
"19738","914","10",55809.5,"2018"
"19739","914","11",64180.925,"2018"
"19740","914","NoAnswer",1,"2018"
"19741","915","1",22400,"2018"
"19742","915","2",25600,"2018"
"19743","915","3",28800,"2018"
"19744","915","4",31950,"2018"
"19745","915","5",34525,"2018"
"19746","915","6",37100,"2018"
"19747","915","7",39650,"2018"
"19748","915","8",42200,"2018"
"19749","915","9",48530,"2018"
"19750","915","10",55809.5,"2018"
"19751","915","11",64180.925,"2018"
"19752","915","NoAnswer",1,"2018"
"19753","916","1",22400,"2018"
"19754","916","2",25600,"2018"
"19755","916","3",28800,"2018"
"19756","916","4",31950,"2018"
"19757","916","5",34525,"2018"
"19758","916","6",37100,"2018"
"19759","916","7",39650,"2018"
"19760","916","8",42200,"2018"
"19761","916","9",48530,"2018"
"19762","916","10",55809.5,"2018"
"19763","916","11",64180.925,"2018"
"19764","916","NoAnswer",1,"2018"
"19765","917","1",16925,"2018"
"19766","917","2",19350,"2018"
"19767","917","3",21762.5,"2018"
"19768","917","4",24137.5,"2018"
"19769","917","5",26081.25,"2018"
"19770","917","6",28025,"2018"
"19771","917","7",29962.5,"2018"
"19772","917","8",31875,"2018"
"19773","917","9",36656.25,"2018"
"19774","917","10",42154.6875,"2018"
"19775","917","11",48477.890625,"2018"
"19776","917","NoAnswer",1,"2018"
"19777","918","1",22400,"2018"
"19778","918","2",25600,"2018"
"19779","918","3",28800,"2018"
"19780","918","4",31950,"2018"
"19781","918","5",34525,"2018"
"19782","918","6",37100,"2018"
"19783","918","7",39650,"2018"
"19784","918","8",42200,"2018"
"19785","918","9",48530,"2018"
"19786","918","10",55809.5,"2018"
"19787","918","11",64180.925,"2018"
"19788","918","NoAnswer",1,"2018"
"19789","919","1",22475,"2018"
"19790","919","2",25675,"2018"
"19791","919","3",28875,"2018"
"19792","919","4",32050,"2018"
"19793","919","5",34625,"2018"
"19794","919","6",37200,"2018"
"19795","919","7",39775,"2018"
"19796","919","8",42325,"2018"
"19797","919","9",48673.75,"2018"
"19798","919","10",55974.8125,"2018"
"19799","919","11",64371.034375,"2018"
"19800","919","NoAnswer",1,"2018"
"19801","920","1",16850,"2018"
"19802","920","2",19258.3333333333,"2018"
"19803","920","3",21658.3333333333,"2018"
"19804","920","4",24025,"2018"
"19805","920","5",25958.3333333333,"2018"
"19806","920","6",27891.6666666667,"2018"
"19807","920","7",29825,"2018"
"19808","920","8",31725,"2018"
"19809","920","9",36483.75,"2018"
"19810","920","10",41956.3125,"2018"
"19811","920","11",48249.759375,"2018"
"19812","920","NoAnswer",1,"2018"
"19813","921","1",16662.5,"2018"
"19814","921","2",19037.5,"2018"
"19815","921","3",21412.5,"2018"
"19816","921","4",23750,"2018"
"19817","921","5",25662.5,"2018"
"19818","921","6",27575,"2018"
"19819","921","7",29487.5,"2018"
"19820","921","8",31362.5,"2018"
"19821","921","9",36066.875,"2018"
"19822","921","10",41476.90625,"2018"
"19823","921","11",47698.4421875,"2018"
"19824","921","NoAnswer",1,"2018"
"19825","922","1",19737.5,"2018"
"19826","922","2",22575,"2018"
"19827","922","3",25387.5,"2018"
"19828","922","4",28175,"2018"
"19829","922","5",30437.5,"2018"
"19830","922","6",32700,"2018"
"19831","922","7",34962.5,"2018"
"19832","922","8",37212.5,"2018"
"19833","922","9",42794.375,"2018"
"19834","922","10",49213.53125,"2018"
"19835","922","11",56595.5609375,"2018"
"19836","922","NoAnswer",1,"2018"
"19837","923","1",20737.5,"2018"
"19838","923","2",23712.5,"2018"
"19839","923","3",26662.5,"2018"
"19840","923","4",29600,"2018"
"19841","923","5",31975,"2018"
"19842","923","6",34350,"2018"
"19843","923","7",36725,"2018"
"19844","923","8",39087.5,"2018"
"19845","923","9",44950.625,"2018"
"19846","923","10",51693.21875,"2018"
"19847","923","11",59447.2015625,"2018"
"19848","923","NoAnswer",1,"2018"
"19849","924","1",13400,"2018"
"19850","924","2",15320,"2018"
"19851","924","3",17230,"2018"
"19852","924","4",19100,"2018"
"19853","924","5",20640,"2018"
"19854","924","6",22180,"2018"
"19855","924","7",23720,"2018"
"19856","924","8",25220,"2018"
"19857","924","9",29003,"2018"
"19858","924","10",33353.45,"2018"
"19859","924","11",38356.4675,"2018"
"19860","924","NoAnswer",1,"2018"
"19861","925","1",20600,"2018"
"19862","925","2",23550,"2018"
"19863","925","3",26480,"2018"
"19864","925","4",29390,"2018"
"19865","925","5",31750,"2018"
"19866","925","6",34110,"2018"
"19867","925","7",36470,"2018"
"19868","925","8",38810,"2018"
"19869","925","9",44631.5,"2018"
"19870","925","10",51326.225,"2018"
"19871","925","11",59025.15875,"2018"
"19872","925","NoAnswer",1,"2018"
"19873","926","1",17062.5,"2018"
"19874","926","2",19493.75,"2018"
"19875","926","3",21925,"2018"
"19876","926","4",24325,"2018"
"19877","926","5",26287.5,"2018"
"19878","926","6",28237.5,"2018"
"19879","926","7",30200,"2018"
"19880","926","8",32118.75,"2018"
"19881","926","9",36936.5625,"2018"
"19882","926","10",42477.046875,"2018"
"19883","926","11",48848.60390625,"2018"
"19884","926","NoAnswer",1,"2018"
"19885","927","1",24575,"2018"
"19886","927","2",28075,"2018"
"19887","927","3",31575,"2018"
"19888","927","4",35050,"2018"
"19889","927","5",37875,"2018"
"19890","927","6",40675,"2018"
"19891","927","7",43500,"2018"
"19892","927","8",46275,"2018"
"19893","927","9",53216.25,"2018"
"19894","927","10",61198.6875,"2018"
"19895","927","11",70378.490625,"2018"
"19896","927","NoAnswer",1,"2018"
"19897","928","1",24087.5,"2018"
"19898","928","2",27537.5,"2018"
"19899","928","3",30962.5,"2018"
"19900","928","4",34375,"2018"
"19901","928","5",37137.5,"2018"
"19902","928","6",39887.5,"2018"
"19903","928","7",42650,"2018"
"19904","928","8",45387.5,"2018"
"19905","928","9",52195.625,"2018"
"19906","928","10",60024.96875,"2018"
"19907","928","11",69028.7140625,"2018"
"19908","928","NoAnswer",1,"2018"
"19909","929","1",10850,"2018"
"19910","929","2",12400,"2018"
"19911","929","3",13950,"2018"
"19912","929","4",15450,"2018"
"19913","929","5",16700,"2018"
"19914","929","6",17950,"2018"
"19915","929","7",19200,"2018"
"19916","929","8",20400,"2018"
"19917","929","9",23460,"2018"
"19918","929","10",26979,"2018"
"19919","929","11",31025.85,"2018"
"19920","929","NoAnswer",1,"2018"
"19921","930","1",34866.6666666667,"2018"
"19922","930","2",39850,"2018"
"19923","930","3",44816.6666666667,"2018"
"19924","930","4",49766.6666666667,"2018"
"19925","930","5",53783.3333333333,"2018"
"19926","930","6",57766.6666666667,"2018"
"19927","930","7",61733.3333333333,"2018"
"19928","930","8",65716.6666666667,"2018"
"19929","930","9",75574.1666666667,"2018"
"19930","930","10",86910.2916666667,"2018"
"19931","930","11",99946.8354166667,"2018"
"19932","930","NoAnswer",1,"2018"
"19933","931","1",23000,"2018"
"19934","931","2",26275,"2018"
"19935","931","3",29550,"2018"
"19936","931","4",32800,"2018"
"19937","931","5",35450,"2018"
"19938","931","6",38075,"2018"
"19939","931","7",40700,"2018"
"19940","931","8",43300,"2018"
"19941","931","9",49795,"2018"
"19942","931","10",57264.25,"2018"
"19943","931","11",65853.8875,"2018"
"19944","931","NoAnswer",1,"2018"
"19945","932","1",26885.7142857143,"2018"
"19946","932","2",30735.7142857143,"2018"
"19947","932","3",34578.5714285714,"2018"
"19948","932","4",38385.7142857143,"2018"
"19949","932","5",41478.5714285714,"2018"
"19950","932","6",44557.1428571429,"2018"
"19951","932","7",47628.5714285714,"2018"
"19952","932","8",50707.1428571429,"2018"
"19953","932","9",58313.2142857143,"2018"
"19954","932","10",67060.1964285714,"2018"
"19955","932","11",77119.2258928571,"2018"
"19956","932","NoAnswer",1,"2018"
"19957","933","1",20900,"2018"
"19958","933","2",23900,"2018"
"19959","933","3",26900,"2018"
"19960","933","4",29850,"2018"
"19961","933","5",32250,"2018"
"19962","933","6",34650,"2018"
"19963","933","7",37050,"2018"
"19964","933","8",39450,"2018"
"19965","933","9",45367.5,"2018"
"19966","933","10",52172.625,"2018"
"19967","933","11",59998.51875,"2018"
"19968","933","NoAnswer",1,"2018"
"19969","934","1",22691.6666666667,"2018"
"19970","934","2",25925,"2018"
"19971","934","3",29166.6666666667,"2018"
"19972","934","4",32375,"2018"
"19973","934","5",34983.3333333333,"2018"
"19974","934","6",37583.3333333333,"2018"
"19975","934","7",40175,"2018"
"19976","934","8",42758.3333333333,"2018"
"19977","934","9",49172.0833333333,"2018"
"19978","934","10",56547.8958333333,"2018"
"19979","934","11",65030.0802083333,"2018"
"19980","934","NoAnswer",1,"2018"
"19981","935","1",23558.3333333333,"2018"
"19982","935","2",26925,"2018"
"19983","935","3",30291.6666666667,"2018"
"19984","935","4",33625,"2018"
"19985","935","5",36325,"2018"
"19986","935","6",39025,"2018"
"19987","935","7",41716.6666666667,"2018"
"19988","935","8",44408.3333333333,"2018"
"19989","935","9",51069.5833333333,"2018"
"19990","935","10",58730.0208333333,"2018"
"19991","935","11",67539.5239583333,"2018"
"19992","935","NoAnswer",1,"2018"
"19993","936","1",19692.8571428571,"2018"
"19994","936","2",22514.2857142857,"2018"
"19995","936","3",25335.7142857143,"2018"
"19996","936","4",28114.2857142857,"2018"
"19997","936","5",30378.5714285714,"2018"
"19998","936","6",32635.7142857143,"2018"
"19999","936","7",34900,"2018"
"20000","936","8",37150,"2018"
"20001","936","9",42722.5,"2018"
"20002","936","10",49130.875,"2018"
"20003","936","11",56500.50625,"2018"
"20004","936","NoAnswer",1,"2018"
"20005","937","1",15875,"2018"
"20006","937","2",18150,"2018"
"20007","937","3",20425,"2018"
"20008","937","4",22650,"2018"
"20009","937","5",24475,"2018"
"20010","937","6",26300,"2018"
"20011","937","7",28125,"2018"
"20012","937","8",29925,"2018"
"20013","937","9",34413.75,"2018"
"20014","937","10",39575.8125,"2018"
"20015","937","11",45512.184375,"2018"
"20016","937","NoAnswer",1,"2018"
"20017","938","1",20900,"2018"
"20018","938","2",23900,"2018"
"20019","938","3",26900,"2018"
"20020","938","4",29850,"2018"
"20021","938","5",32250,"2018"
"20022","938","6",34650,"2018"
"20023","938","7",37050,"2018"
"20024","938","8",39450,"2018"
"20025","938","9",45367.5,"2018"
"20026","938","10",52172.625,"2018"
"20027","938","11",59998.51875,"2018"
"20028","938","NoAnswer",1,"2018"
"20029","939","1",30925,"2018"
"20030","939","2",35325,"2018"
"20031","939","3",39750,"2018"
"20032","939","4",44150,"2018"
"20033","939","5",47700,"2018"
"20034","939","6",51225,"2018"
"20035","939","7",54775,"2018"
"20036","939","8",58300,"2018"
"20037","939","9",67045,"2018"
"20038","939","10",77101.75,"2018"
"20039","939","11",88667.0125,"2018"
"20040","939","NoAnswer",1,"2018"
"20041","940","1",39840,"2018"
"20042","940","2",45510,"2018"
"20043","940","3",51210,"2018"
"20044","940","4",56870,"2018"
"20045","940","5",61450,"2018"
"20046","940","6",65990,"2018"
"20047","940","7",70540,"2018"
"20048","940","8",75100,"2018"
"20049","940","9",86365,"2018"
"20050","940","10",99319.75,"2018"
"20051","940","11",114217.7125,"2018"
"20052","940","NoAnswer",1,"2018"
"20053","941","1",51350,"2018"
"20054","941","2",58650,"2018"
"20055","941","3",66000,"2018"
"20056","941","4",73300,"2018"
"20057","941","5",79200,"2018"
"20058","941","6",85050,"2018"
"20059","941","7",90900,"2018"
"20060","941","8",96800,"2018"
"20061","941","9",111320,"2018"
"20062","941","10",128018,"2018"
"20063","941","11",147220.7,"2018"
"20064","941","NoAnswer",1,"2018"
"20065","943","1",48950,"2018"
"20066","943","2",55925,"2018"
"20067","943","3",62925,"2018"
"20068","943","4",69900,"2018"
"20069","943","5",75525,"2018"
"20070","943","6",81100,"2018"
"20071","943","7",86700,"2018"
"20072","943","8",92300,"2018"
"20073","943","9",106145,"2018"
"20074","943","10",122066.75,"2018"
"20075","943","11",140376.7625,"2018"
"20076","943","NoAnswer",1,"2018"
"20077","944","1",51350,"2018"
"20078","944","2",58650,"2018"
"20079","944","3",66000,"2018"
"20080","944","4",73300,"2018"
"20081","944","5",79200,"2018"
"20082","944","6",85050,"2018"
"20083","944","7",90900,"2018"
"20084","944","8",96800,"2018"
"20085","944","9",111320,"2018"
"20086","944","10",128018,"2018"
"20087","944","11",147220.7,"2018"
"20088","944","NoAnswer",1,"2018"
"20089","945","1",34137.5,"2018"
"20090","945","2",39012.5,"2018"
"20091","945","3",43887.5,"2018"
"20092","945","4",48743.75,"2018"
"20093","945","5",52662.5,"2018"
"20094","945","6",56562.5,"2018"
"20095","945","7",60462.5,"2018"
"20096","945","8",64362.5,"2018"
"20097","945","9",74016.875,"2018"
"20098","945","10",85119.40625,"2018"
"20099","945","11",97887.3171875,"2018"
"20100","945","NoAnswer",1,"2018"
"20101","946","1",40700,"2018"
"20102","946","2",46500,"2018"
"20103","946","3",52300,"2018"
"20104","946","4",58100,"2018"
"20105","946","5",62750,"2018"
"20106","946","6",67400,"2018"
"20107","946","7",72050,"2018"
"20108","946","8",76700,"2018"
"20109","946","9",88205,"2018"
"20110","946","10",101435.75,"2018"
"20111","946","11",116651.1125,"2018"
"20112","946","NoAnswer",1,"2018"
"20113","947","1",40700,"2018"
"20114","947","2",46500,"2018"
"20115","947","3",52300,"2018"
"20116","947","4",58100,"2018"
"20117","947","5",62750,"2018"
"20118","947","6",67400,"2018"
"20119","947","7",72050,"2018"
"20120","947","8",76700,"2018"
"20121","947","9",88205,"2018"
"20122","947","10",101435.75,"2018"
"20123","947","11",116651.1125,"2018"
"20124","947","NoAnswer",1,"2018"
"20125","948","1",40700,"2018"
"20126","948","2",46500,"2018"
"20127","948","3",52300,"2018"
"20128","948","4",58100,"2018"
"20129","948","5",62750,"2018"
"20130","948","6",67400,"2018"
"20131","948","7",72050,"2018"
"20132","948","8",76700,"2018"
"20133","948","9",88205,"2018"
"20134","948","10",101435.75,"2018"
"20135","948","11",116651.1125,"2018"
"20136","948","NoAnswer",1,"2018"
"20137","949","1",23660,"2018"
"20138","949","2",27030,"2018"
"20139","949","3",30410,"2018"
"20140","949","4",33750,"2018"
"20141","949","5",36470,"2018"
"20142","949","6",39180,"2018"
"20143","949","7",41880,"2018"
"20144","949","8",44570,"2018"
"20145","949","9",51255.5,"2018"
"20146","949","10",58943.825,"2018"
"20147","949","11",67785.39875,"2018"
"20148","949","NoAnswer",1,"2018"
"20149","950","1",33175,"2018"
"20150","950","2",37900,"2018"
"20151","950","3",42641.6666666667,"2018"
"20152","950","4",47358.3333333333,"2018"
"20153","950","5",51166.6666666667,"2018"
"20154","950","6",54950,"2018"
"20155","950","7",58750,"2018"
"20156","950","8",62533.3333333333,"2018"
"20157","950","9",71913.3333333333,"2018"
"20158","950","10",82700.3333333333,"2018"
"20159","950","11",95105.3833333333,"2018"
"20160","950","NoAnswer",1,"2018"
"20161","951","1",28700,"2018"
"20162","951","2",32800,"2018"
"20163","951","3",36900,"2018"
"20164","951","4",40975,"2018"
"20165","951","5",44275,"2018"
"20166","951","6",47550,"2018"
"20167","951","7",50850,"2018"
"20168","951","8",54100,"2018"
"20169","951","9",62215,"2018"
"20170","951","10",71547.25,"2018"
"20171","951","11",82279.3375,"2018"
"20172","951","NoAnswer",1,"2018"
"20173","952","1",21400,"2018"
"20174","952","2",24460,"2018"
"20175","952","3",27520,"2018"
"20176","952","4",30540,"2018"
"20177","952","5",33000,"2018"
"20178","952","6",35450,"2018"
"20179","952","7",37890,"2018"
"20180","952","8",40330,"2018"
"20181","952","9",46379.5,"2018"
"20182","952","10",53336.425,"2018"
"20183","952","11",61336.88875,"2018"
"20184","952","NoAnswer",1,"2018"
"20185","953","1",20261.1111111111,"2018"
"20186","953","2",23155.5555555556,"2018"
"20187","953","3",26050,"2018"
"20188","953","4",28911.1111111111,"2018"
"20189","953","5",31238.8888888889,"2018"
"20190","953","6",33561.1111111111,"2018"
"20191","953","7",35877.7777777778,"2018"
"20192","953","8",38183.3333333333,"2018"
"20193","953","9",43910.8333333333,"2018"
"20194","953","10",50497.4583333333,"2018"
"20195","953","11",58072.0770833333,"2018"
"20196","953","NoAnswer",1,"2018"
"20197","954","1",23910,"2018"
"20198","954","2",27320,"2018"
"20199","954","3",30740,"2018"
"20200","954","4",34120,"2018"
"20201","954","5",36870,"2018"
"20202","954","6",39600,"2018"
"20203","954","7",42340,"2018"
"20204","954","8",45060,"2018"
"20205","954","9",51819,"2018"
"20206","954","10",59591.85,"2018"
"20207","954","11",68530.6275,"2018"
"20208","954","NoAnswer",1,"2018"
"20209","955","1",20970,"2018"
"20210","955","2",23970,"2018"
"20211","955","3",26980,"2018"
"20212","955","4",29940,"2018"
"20213","955","5",32350,"2018"
"20214","955","6",34750,"2018"
"20215","955","7",37160,"2018"
"20216","955","8",39560,"2018"
"20217","955","9",45494,"2018"
"20218","955","10",52318.1,"2018"
"20219","955","11",60165.815,"2018"
"20220","955","NoAnswer",1,"2018"
"20221","956","1",20765.625,"2018"
"20222","956","2",23728.125,"2018"
"20223","956","3",26696.875,"2018"
"20224","956","4",29637.5,"2018"
"20225","956","5",32025,"2018"
"20226","956","6",34400,"2018"
"20227","956","7",36775,"2018"
"20228","956","8",39137.5,"2018"
"20229","956","9",45008.125,"2018"
"20230","956","10",51759.34375,"2018"
"20231","956","11",59523.2453125,"2018"
"20232","956","NoAnswer",1,"2018"
"20233","957","1",20233.3333333333,"2018"
"20234","957","2",23116.6666666667,"2018"
"20235","957","3",26005.5555555556,"2018"
"20236","957","4",28866.6666666667,"2018"
"20237","957","5",31200,"2018"
"20238","957","6",33516.6666666667,"2018"
"20239","957","7",35827.7777777778,"2018"
"20240","957","8",38122.2222222222,"2018"
"20241","957","9",43840.5555555555,"2018"
"20242","957","10",50416.6388888889,"2018"
"20243","957","11",57979.1347222222,"2018"
"20244","957","NoAnswer",1,"2018"
"20245","958","1",19966.6666666667,"2018"
"20246","958","2",22816.6666666667,"2018"
"20247","958","3",25666.6666666667,"2018"
"20248","958","4",28500,"2018"
"20249","958","5",30800,"2018"
"20250","958","6",33083.3333333333,"2018"
"20251","958","7",35366.6666666667,"2018"
"20252","958","8",37633.3333333333,"2018"
"20253","958","9",43278.3333333333,"2018"
"20254","958","10",49770.0833333333,"2018"
"20255","958","11",57235.5958333333,"2018"
"20256","958","NoAnswer",1,"2018"
"20257","959","1",18829.4117647059,"2018"
"20258","959","2",21517.6470588235,"2018"
"20259","959","3",24208.8235294118,"2018"
"20260","959","4",26867.6470588235,"2018"
"20261","959","5",29032.3529411765,"2018"
"20262","959","6",31191.1764705882,"2018"
"20263","959","7",33344.1176470588,"2018"
"20264","959","8",35485.2941176471,"2018"
"20265","959","9",40808.0882352941,"2018"
"20266","959","10",46929.3014705882,"2018"
"20267","959","11",53968.6966911765,"2018"
"20268","959","NoAnswer",1,"2018"
"20269","960","1",20243.75,"2018"
"20270","960","2",23143.75,"2018"
"20271","960","3",26037.5,"2018"
"20272","960","4",28900,"2018"
"20273","960","5",31231.25,"2018"
"20274","960","6",33550,"2018"
"20275","960","7",35868.75,"2018"
"20276","960","8",38181.25,"2018"
"20277","960","9",43908.4375,"2018"
"20278","960","10",50494.703125,"2018"
"20279","960","11",58068.90859375,"2018"
"20280","960","NoAnswer",1,"2018"
"20281","961","1",20083.3333333333,"2018"
"20282","961","2",22950,"2018"
"20283","961","3",25820,"2018"
"20284","961","4",28660,"2018"
"20285","961","5",30973.3333333333,"2018"
"20286","961","6",33270,"2018"
"20287","961","7",35566.6666666667,"2018"
"20288","961","8",37850,"2018"
"20289","961","9",43527.5,"2018"
"20290","961","10",50056.625,"2018"
"20291","961","11",57565.11875,"2018"
"20292","961","NoAnswer",1,"2018"
"20293","962","1",10650,"2018"
"20294","962","2",12170,"2018"
"20295","962","3",13690,"2018"
"20296","962","4",15170,"2018"
"20297","962","5",16400,"2018"
"20298","962","6",17620,"2018"
"20299","962","7",18850,"2018"
"20300","962","8",20030,"2018"
"20301","962","9",23034.5,"2018"
"20302","962","10",26489.675,"2018"
"20303","962","11",30463.12625,"2018"
"20304","962","NoAnswer",1,"2018"
"20305","963","1",10850,"2018"
"20306","963","2",12400,"2018"
"20307","963","3",13950,"2018"
"20308","963","4",15450,"2018"
"20309","963","5",16700,"2018"
"20310","963","6",17950,"2018"
"20311","963","7",19200,"2018"
"20312","963","8",20400,"2018"
"20313","963","9",23460,"2018"
"20314","963","10",26979,"2018"
"20315","963","11",31025.85,"2018"
"20316","963","NoAnswer",1,"2018"
"20317","965","1",10850,"2018"
"20318","965","2",12400,"2018"
"20319","965","3",13950,"2018"
"20320","965","4",15450,"2018"
"20321","965","5",16700,"2018"
"20322","965","6",17950,"2018"
"20323","965","7",19200,"2018"
"20324","965","8",20400,"2018"
"20325","965","9",23460,"2018"
"20326","965","10",26979,"2018"
"20327","965","11",31025.85,"2018"
"20328","965","NoAnswer",1,"2018"
"20329","966","1",10850,"2018"
"20330","966","2",12400,"2018"
"20331","966","3",13950,"2018"
"20332","966","4",15450,"2018"
"20333","966","5",16700,"2018"
"20334","966","6",17950,"2018"
"20335","966","7",19200,"2018"
"20336","966","8",20400,"2018"
"20337","966","9",23460,"2018"
"20338","966","10",26979,"2018"
"20339","966","11",31025.85,"2018"
"20340","966","NoAnswer",1,"2018"
"20341","967","1",33080,"2018"
"20342","967","2",37790,"2018"
"20343","967","3",42520,"2018"
"20344","967","4",47220,"2018"
"20345","967","5",51020,"2018"
"20346","967","6",54800,"2018"
"20347","967","7",58580,"2018"
"20348","967","8",62360,"2018"
"20349","967","9",71714,"2018"
"20350","967","10",82471.1,"2018"
"20351","967","11",94841.765,"2018"
"20352","967","NoAnswer",1,"2018"
"20353","968","1",20850,"2018"
"20354","968","2",23816.6666666667,"2018"
"20355","968","3",26800,"2018"
"20356","968","4",29733.3333333333,"2018"
"20357","968","5",32133.3333333333,"2018"
"20358","968","6",34516.6666666667,"2018"
"20359","968","7",36900,"2018"
"20360","968","8",39266.6666666667,"2018"
"20361","968","9",45156.6666666667,"2018"
"20362","968","10",51930.1666666667,"2018"
"20363","968","11",59719.6916666667,"2018"
"20364","968","NoAnswer",1,"2018"
"20365","969","1",12860,"2018"
"20366","969","2",14690,"2018"
"20367","969","3",16530,"2018"
"20368","969","4",18320,"2018"
"20369","969","5",19800,"2018"
"20370","969","6",21280,"2018"
"20371","969","7",22760,"2018"
"20372","969","8",24190,"2018"
"20373","969","9",27818.5,"2018"
"20374","969","10",31991.275,"2018"
"20375","969","11",36789.96625,"2018"
"20376","969","NoAnswer",1,"2018"
"20377","970","1",23605,"2018"
"20378","970","2",26990,"2018"
"20379","970","3",30350,"2018"
"20380","970","4",33700,"2018"
"20381","970","5",36430,"2018"
"20382","970","6",39130,"2018"
"20383","970","7",41820,"2018"
"20384","970","8",44515,"2018"
"20385","970","9",51192.25,"2018"
"20386","970","10",58871.0875,"2018"
"20387","970","11",67701.750625,"2018"
"20388","970","NoAnswer",1,"2018"
"20389","971","1",22215,"2018"
"20390","971","2",25400,"2018"
"20391","971","3",28565,"2018"
"20392","971","4",31715,"2018"
"20393","971","5",34285,"2018"
"20394","971","6",36825,"2018"
"20395","971","7",39360,"2018"
"20396","971","8",41890,"2018"
"20397","971","9",48173.5,"2018"
"20398","971","10",55399.525,"2018"
"20399","971","11",63709.45375,"2018"
"20400","971","NoAnswer",1,"2018"
"20401","972","1",28500,"2018"
"20402","972","2",32600,"2018"
"20403","972","3",36650,"2018"
"20404","972","4",40700,"2018"
"20405","972","5",44000,"2018"
"20406","972","6",47250,"2018"
"20407","972","7",50500,"2018"
"20408","972","8",53750,"2018"
"20409","972","9",61812.5,"2018"
"20410","972","10",71084.375,"2018"
"20411","972","11",81747.03125,"2018"
"20412","972","NoAnswer",1,"2018"
"20413","973","1",23744.4444444444,"2018"
"20414","973","2",27144.4444444444,"2018"
"20415","973","3",30533.3333333333,"2018"
"20416","973","4",33905.5555555556,"2018"
"20417","973","5",36650,"2018"
"20418","973","6",39361.1111111111,"2018"
"20419","973","7",42072.2222222222,"2018"
"20420","973","8",44794.4444444444,"2018"
"20421","973","9",51513.6111111111,"2018"
"20422","973","10",59240.6527777778,"2018"
"20423","973","11",68126.7506944444,"2018"
"20424","973","NoAnswer",1,"2018"
"20425","974","1",21022.2222222222,"2018"
"20426","974","2",24033.3333333333,"2018"
"20427","974","3",27044.4444444444,"2018"
"20428","974","4",30016.6666666667,"2018"
"20429","974","5",32438.8888888889,"2018"
"20430","974","6",34844.4444444444,"2018"
"20431","974","7",37250,"2018"
"20432","974","8",39666.6666666667,"2018"
"20433","974","9",45616.6666666667,"2018"
