"","zip","family_size","income_limit","year"
"57646","598","10",69604.828125,"2022"
"57647","598","11",80045.55234375,"2022"
"57648","598","NoAnswer",1,"2022"
"57649","599","1",27800,"2022"
"57650","599","2",31800,"2022"
"57651","599","3",35750,"2022"
"57652","599","4",39700,"2022"
"57653","599","5",42900,"2022"
"57654","599","6",46100,"2022"
"57655","599","7",49250,"2022"
"57656","599","8",52450,"2022"
"57657","599","9",60317.5,"2022"
"57658","599","10",69365.125,"2022"
"57659","599","11",79769.89375,"2022"
"57660","599","NoAnswer",1,"2022"
"57661","600","1",35735.7142857143,"2022"
"57662","600","2",40828.5714285714,"2022"
"57663","600","3",45928.5714285714,"2022"
"57664","600","4",51014.2857142857,"2022"
"57665","600","5",55128.5714285714,"2022"
"57666","600","6",59192.8571428571,"2022"
"57667","600","7",63300,"2022"
"57668","600","8",67364.2857142857,"2022"
"57669","600","9",77468.9285714286,"2022"
"57670","600","10",89089.2678571429,"2022"
"57671","600","11",102452.658035714,"2022"
"57672","600","NoAnswer",1,"2022"
"57673","601","1",30250,"2022"
"57674","601","2",34554.1666666667,"2022"
"57675","601","3",38879.1666666667,"2022"
"57676","601","4",43175,"2022"
"57677","601","5",46662.5,"2022"
"57678","601","6",50104.1666666667,"2022"
"57679","601","7",53570.8333333333,"2022"
"57680","601","8",57012.5,"2022"
"57681","601","9",65564.375,"2022"
"57682","601","10",75399.03125,"2022"
"57683","601","11",86708.8859375,"2022"
"57684","601","NoAnswer",1,"2022"
"57685","602","1",32118.75,"2022"
"57686","602","2",36706.25,"2022"
"57687","602","3",41300,"2022"
"57688","602","4",45850,"2022"
"57689","602","5",49550,"2022"
"57690","602","6",53218.75,"2022"
"57691","602","7",56881.25,"2022"
"57692","602","8",60550,"2022"
"57693","602","9",69632.5,"2022"
"57694","602","10",80077.375,"2022"
"57695","602","11",92088.98125,"2022"
"57696","602","NoAnswer",1,"2022"
"57697","603","1",30507.1428571429,"2022"
"57698","603","2",34850,"2022"
"57699","603","3",39214.2857142857,"2022"
"57700","603","4",43535.7142857143,"2022"
"57701","603","5",47050,"2022"
"57702","603","6",50535.7142857143,"2022"
"57703","603","7",54014.2857142857,"2022"
"57704","603","8",57500,"2022"
"57705","603","9",66125,"2022"
"57706","603","10",76043.75,"2022"
"57707","603","11",87450.3125,"2022"
"57708","603","NoAnswer",1,"2022"
"57709","604","1",32363.6363636364,"2022"
"57710","604","2",36977.2727272727,"2022"
"57711","604","3",41600,"2022"
"57712","604","4",46200,"2022"
"57713","604","5",49927.2727272727,"2022"
"57714","604","6",53618.1818181818,"2022"
"57715","604","7",57313.6363636364,"2022"
"57716","604","8",61009.0909090909,"2022"
"57717","604","9",70160.4545454545,"2022"
"57718","604","10",80684.5227272727,"2022"
"57719","604","11",92787.2011363636,"2022"
"57720","604","NoAnswer",1,"2022"
"57721","605","1",33250,"2022"
"57722","605","2",37987.5,"2022"
"57723","605","3",42737.5,"2022"
"57724","605","4",47462.5,"2022"
"57725","605","5",51291.6666666667,"2022"
"57726","605","6",55079.1666666667,"2022"
"57727","605","7",58883.3333333333,"2022"
"57728","605","8",62679.1666666667,"2022"
"57729","605","9",72081.0416666667,"2022"
"57730","605","10",82893.1979166667,"2022"
"57731","605","11",95327.1776041667,"2022"
"57732","605","NoAnswer",1,"2022"
"57733","606","1",28691.6666666667,"2022"
"57734","606","2",32775,"2022"
"57735","606","3",36883.3333333333,"2022"
"57736","606","4",40950,"2022"
"57737","606","5",44258.3333333333,"2022"
"57738","606","6",47533.3333333333,"2022"
"57739","606","7",50816.6666666667,"2022"
"57740","606","8",54075,"2022"
"57741","606","9",62186.25,"2022"
"57742","606","10",71514.1875,"2022"
"57743","606","11",82241.315625,"2022"
"57744","606","NoAnswer",1,"2022"
"57745","607","1",39675,"2022"
"57746","607","2",45341.6666666667,"2022"
"57747","607","3",51016.6666666667,"2022"
"57748","607","4",56650,"2022"
"57749","607","5",61216.6666666667,"2022"
"57750","607","6",65741.6666666667,"2022"
"57751","607","7",70275,"2022"
"57752","607","8",74800,"2022"
"57753","607","9",86020,"2022"
"57754","607","10",98923,"2022"
"57755","607","11",113761.45,"2022"
"57756","607","NoAnswer",1,"2022"
"57757","608","1",38466.6666666667,"2022"
"57758","608","2",43966.6666666667,"2022"
"57759","608","3",49466.6666666667,"2022"
"57760","608","4",54933.3333333333,"2022"
"57761","608","5",59366.6666666667,"2022"
"57762","608","6",63750,"2022"
"57763","608","7",68150,"2022"
"57764","608","8",72533.3333333333,"2022"
"57765","608","9",83413.3333333333,"2022"
"57766","608","10",95925.3333333333,"2022"
"57767","608","11",110314.133333333,"2022"
"57768","608","NoAnswer",1,"2022"
"57769","609","1",32045,"2022"
"57770","609","2",36610,"2022"
"57771","609","3",41185,"2022"
"57772","609","4",45740,"2022"
"57773","609","5",49430,"2022"
"57774","609","6",53090,"2022"
"57775","609","7",56750,"2022"
"57776","609","8",60400,"2022"
"57777","609","9",69460,"2022"
"57778","609","10",79879,"2022"
"57779","609","11",91860.85,"2022"
"57780","609","NoAnswer",1,"2022"
"57781","610","1",28620.8333333333,"2022"
"57782","610","2",32700,"2022"
"57783","610","3",36787.5,"2022"
"57784","610","4",40850,"2022"
"57785","610","5",44141.6666666667,"2022"
"57786","610","6",47408.3333333333,"2022"
"57787","610","7",50679.1666666667,"2022"
"57788","610","8",53945.8333333333,"2022"
"57789","610","9",62037.7083333333,"2022"
"57790","610","10",71343.3645833333,"2022"
"57791","610","11",82044.8692708333,"2022"
"57792","610","NoAnswer",1,"2022"
"57793","611","1",26900,"2022"
"57794","611","2",30730,"2022"
"57795","611","3",34580,"2022"
"57796","611","4",38390,"2022"
"57797","611","5",41490,"2022"
"57798","611","6",44560,"2022"
"57799","611","7",47630,"2022"
"57800","611","8",50700,"2022"
"57801","611","9",58305,"2022"
"57802","611","10",67050.75,"2022"
"57803","611","11",77108.3625,"2022"
"57804","611","NoAnswer",1,"2022"
"57805","612","1",23241.6666666667,"2022"
"57806","612","2",26554.1666666667,"2022"
"57807","612","3",29870.8333333333,"2022"
"57808","612","4",33170.8333333333,"2022"
"57809","612","5",35850,"2022"
"57810","612","6",38504.1666666667,"2022"
"57811","612","7",41150,"2022"
"57812","612","8",43808.3333333333,"2022"
"57813","612","9",50379.5833333333,"2022"
"57814","612","10",57936.5208333333,"2022"
"57815","612","11",66626.9989583333,"2022"
"57816","612","NoAnswer",1,"2022"
"57817","613","1",28609.0909090909,"2022"
"57818","613","2",32681.8181818182,"2022"
"57819","613","3",36768.1818181818,"2022"
"57820","613","4",40836.3636363636,"2022"
"57821","613","5",44131.8181818182,"2022"
"57822","613","6",47395.4545454545,"2022"
"57823","613","7",50654.5454545455,"2022"
"57824","613","8",53922.7272727273,"2022"
"57825","613","9",62011.1363636364,"2022"
"57826","613","10",71312.8068181818,"2022"
"57827","613","11",82009.7278409091,"2022"
"57828","613","NoAnswer",1,"2022"
"57829","614","1",27530,"2022"
"57830","614","2",31453.3333333333,"2022"
"57831","614","3",35380,"2022"
"57832","614","4",39280,"2022"
"57833","614","5",42446.6666666667,"2022"
"57834","614","6",45593.3333333333,"2022"
"57835","614","7",48733.3333333333,"2022"
"57836","614","8",51860,"2022"
"57837","614","9",59639,"2022"
"57838","614","10",68584.85,"2022"
"57839","614","11",78872.5775,"2022"
"57840","614","NoAnswer",1,"2022"
"57841","615","1",29672.7272727273,"2022"
"57842","615","2",33900,"2022"
"57843","615","3",38131.8181818182,"2022"
"57844","615","4",42340.9090909091,"2022"
"57845","615","5",45754.5454545455,"2022"
"57846","615","6",49140.9090909091,"2022"
"57847","615","7",52527.2727272727,"2022"
"57848","615","8",55900,"2022"
"57849","615","9",64285,"2022"
"57850","615","10",73927.75,"2022"
"57851","615","11",85016.9125,"2022"
"57852","615","NoAnswer",1,"2022"
"57853","616","1",27720,"2022"
"57854","616","2",31670,"2022"
"57855","616","3",35620,"2022"
"57856","616","4",39560,"2022"
"57857","616","5",42760,"2022"
"57858","616","6",45920,"2022"
"57859","616","7",49070,"2022"
"57860","616","8",52230,"2022"
"57861","616","9",60064.5,"2022"
"57862","616","10",69074.175,"2022"
"57863","616","11",79435.30125,"2022"
"57864","616","NoAnswer",1,"2022"
"57865","617","1",26163.6363636364,"2022"
"57866","617","2",29895.4545454545,"2022"
"57867","617","3",33627.2727272727,"2022"
"57868","617","4",37340.9090909091,"2022"
"57869","617","5",40359.0909090909,"2022"
"57870","617","6",43336.3636363636,"2022"
"57871","617","7",46331.8181818182,"2022"
"57872","617","8",49300,"2022"
"57873","617","9",56695,"2022"
"57874","617","10",65199.25,"2022"
"57875","617","11",74979.1375,"2022"
"57876","617","NoAnswer",1,"2022"
"57877","618","1",30245,"2022"
"57878","618","2",34560,"2022"
"57879","618","3",38875,"2022"
"57880","618","4",43170,"2022"
"57881","618","5",46650,"2022"
"57882","618","6",50105,"2022"
"57883","618","7",53570,"2022"
"57884","618","8",57005,"2022"
"57885","618","9",65555.75,"2022"
"57886","618","10",75389.1125,"2022"
"57887","618","11",86697.479375,"2022"
"57888","618","NoAnswer",1,"2022"
"57889","619","1",28972.7272727273,"2022"
"57890","619","2",33109.0909090909,"2022"
"57891","619","3",37245.4545454545,"2022"
"57892","619","4",41350,"2022"
"57893","619","5",44681.8181818182,"2022"
"57894","619","6",47995.4545454545,"2022"
"57895","619","7",51309.0909090909,"2022"
"57896","619","8",54604.5454545455,"2022"
"57897","619","9",62795.2272727273,"2022"
"57898","619","10",72214.5113636364,"2022"
"57899","619","11",83046.6880681818,"2022"
"57900","619","NoAnswer",1,"2022"
"57901","620","1",29120.8333333333,"2022"
"57902","620","2",33279.1666666667,"2022"
"57903","620","3",37437.5,"2022"
"57904","620","4",41554.1666666667,"2022"
"57905","620","5",44891.6666666667,"2022"
"57906","620","6",48220.8333333333,"2022"
"57907","620","7",51554.1666666667,"2022"
"57908","620","8",54862.5,"2022"
"57909","620","9",63091.875,"2022"
"57910","620","10",72555.65625,"2022"
"57911","620","11",83439.0046875,"2022"
"57912","620","NoAnswer",1,"2022"
"57913","622","1",29592.8571428571,"2022"
"57914","622","2",33814.2857142857,"2022"
"57915","622","3",38042.8571428571,"2022"
"57916","622","4",42228.5714285714,"2022"
"57917","622","5",45625,"2022"
"57918","622","6",49007.1428571429,"2022"
"57919","622","7",52392.8571428571,"2022"
"57920","622","8",55760.7142857143,"2022"
"57921","622","9",64124.8214285714,"2022"
"57922","622","10",73743.5446428571,"2022"
"57923","622","11",84805.0763392857,"2022"
"57924","622","NoAnswer",1,"2022"
"57925","623","1",29036.6666666667,"2022"
"57926","623","2",33180,"2022"
"57927","623","3",37330,"2022"
"57928","623","4",41440,"2022"
"57929","623","5",44780,"2022"
"57930","623","6",48100,"2022"
"57931","623","7",51416.6666666667,"2022"
"57932","623","8",54720,"2022"
"57933","623","9",62928,"2022"
"57934","623","10",72367.2,"2022"
"57935","623","11",83222.28,"2022"
"57936","623","NoAnswer",1,"2022"
"57937","624","1",26950,"2022"
"57938","624","2",30790.9090909091,"2022"
"57939","624","3",34645.4545454545,"2022"
"57940","624","4",38456.8181818182,"2022"
"57941","624","5",41554.5454545455,"2022"
"57942","624","6",44638.6363636364,"2022"
"57943","624","7",47722.7272727273,"2022"
"57944","624","8",50779.5454545455,"2022"
"57945","624","9",58396.4772727273,"2022"
"57946","624","10",67155.9488636364,"2022"
"57947","624","11",77229.3411931818,"2022"
"57948","624","NoAnswer",1,"2022"
"57949","625","1",32645.4545454545,"2022"
"57950","625","2",37304.5454545455,"2022"
"57951","625","3",41972.7272727273,"2022"
"57952","625","4",46600,"2022"
"57953","625","5",50354.5454545455,"2022"
"57954","625","6",54081.8181818182,"2022"
"57955","625","7",57813.6363636364,"2022"
"57956","625","8",61531.8181818182,"2022"
"57957","625","9",70761.5909090909,"2022"
"57958","625","10",81375.8295454545,"2022"
"57959","625","11",93582.2039772727,"2022"
"57960","625","NoAnswer",1,"2022"
"57961","626","1",29864.2857142857,"2022"
"57962","626","2",34132.1428571429,"2022"
"57963","626","3",38396.4285714286,"2022"
"57964","626","4",42625,"2022"
"57965","626","5",46060.7142857143,"2022"
"57966","626","6",49471.4285714286,"2022"
"57967","626","7",52882.1428571429,"2022"
"57968","626","8",56278.5714285714,"2022"
"57969","626","9",64720.3571428571,"2022"
"57970","626","10",74428.4107142857,"2022"
"57971","626","11",85592.6723214285,"2022"
"57972","626","NoAnswer",1,"2022"
"57973","627","1",30437.5,"2022"
"57974","627","2",34787.5,"2022"
"57975","627","3",39137.5,"2022"
"57976","627","4",43462.5,"2022"
"57977","627","5",46975,"2022"
"57978","627","6",50450,"2022"
"57979","627","7",53912.5,"2022"
"57980","627","8",57400,"2022"
"57981","627","9",66010,"2022"
"57982","627","10",75911.5,"2022"
"57983","627","11",87298.225,"2022"
"57984","627","NoAnswer",1,"2022"
"57985","628","1",27952.5,"2022"
"57986","628","2",31942.5,"2022"
"57987","628","3",35935,"2022"
"57988","628","4",39885,"2022"
"57989","628","5",43095,"2022"
"57990","628","6",46295,"2022"
"57991","628","7",49495,"2022"
"57992","628","8",52662.5,"2022"
"57993","628","9",60561.875,"2022"
"57994","628","10",69646.15625,"2022"
"57995","628","11",80093.0796875,"2022"
"57996","628","NoAnswer",1,"2022"
"57997","629","1",26553.3333333333,"2022"
"57998","629","2",30343.3333333333,"2022"
"57999","629","3",34136.6666666667,"2022"
"58000","629","4",37883.3333333333,"2022"
"58001","629","5",40930,"2022"
"58002","629","6",43973.3333333333,"2022"
"58003","629","7",47013.3333333333,"2022"
"58004","629","8",50016.6666666667,"2022"
"58005","629","9",57519.1666666667,"2022"
"58006","629","10",66147.0416666667,"2022"
"58007","629","11",76069.0979166667,"2022"
"58008","629","NoAnswer",1,"2022"
"58009","630","1",27231.25,"2022"
"58010","630","2",31112.5,"2022"
"58011","630","3",35006.25,"2022"
"58012","630","4",38856.25,"2022"
"58013","630","5",41981.25,"2022"
"58014","630","6",45087.5,"2022"
"58015","630","7",48193.75,"2022"
"58016","630","8",51318.75,"2022"
"58017","630","9",59016.5625,"2022"
"58018","630","10",67869.046875,"2022"
"58019","630","11",78049.40390625,"2022"
"58020","630","NoAnswer",1,"2022"
"58021","631","1",25316.6666666667,"2022"
"58022","631","2",28933.3333333333,"2022"
"58023","631","3",32550,"2022"
"58024","631","4",36116.6666666667,"2022"
"58025","631","5",39016.6666666667,"2022"
"58026","631","6",41916.6666666667,"2022"
"58027","631","7",44800,"2022"
"58028","631","8",47700,"2022"
"58029","631","9",54855,"2022"
"58030","631","10",63083.25,"2022"
"58031","631","11",72545.7375,"2022"
"58032","631","NoAnswer",1,"2022"
"58033","632","1",42225,"2022"
"58034","632","2",48225,"2022"
"58035","632","3",54275,"2022"
"58036","632","4",60275,"2022"
"58037","632","5",65125,"2022"
"58038","632","6",69950,"2022"
"58039","632","7",74775,"2022"
"58040","632","8",79600,"2022"
"58041","632","9",91540,"2022"
"58042","632","10",105271,"2022"
"58043","632","11",121061.65,"2022"
"58044","632","NoAnswer",1,"2022"
"58045","633","1",31300,"2022"
"58046","633","2",35750,"2022"
"58047","633","3",40231.8181818182,"2022"
"58048","633","4",44668.1818181818,"2022"
"58049","633","5",48263.6363636364,"2022"
"58050","633","6",51836.3636363636,"2022"
"58051","633","7",55413.6363636364,"2022"
"58052","633","8",58990.9090909091,"2022"
"58053","633","9",67839.5454545455,"2022"
"58054","633","10",78015.4772727273,"2022"
"58055","633","11",89717.7988636363,"2022"
"58056","633","NoAnswer",1,"2022"
"58057","634","1",26470.8333333333,"2022"
"58058","634","2",30241.6666666667,"2022"
"58059","634","3",34029.1666666667,"2022"
"58060","634","4",37783.3333333333,"2022"
"58061","634","5",40829.1666666667,"2022"
"58062","634","6",43850,"2022"
"58063","634","7",46875,"2022"
"58064","634","8",49900,"2022"
"58065","634","9",57385,"2022"
"58066","634","10",65992.75,"2022"
"58067","634","11",75891.6625,"2022"
"58068","634","NoAnswer",1,"2022"
"58069","635","1",27065.3846153846,"2022"
"58070","635","2",30926.9230769231,"2022"
"58071","635","3",34792.3076923077,"2022"
"58072","635","4",38623.0769230769,"2022"
"58073","635","5",41742.3076923077,"2022"
"58074","635","6",44830.7692307692,"2022"
"58075","635","7",47911.5384615385,"2022"
"58076","635","8",51015.3846153846,"2022"
"58077","635","9",58667.6923076923,"2022"
"58078","635","10",67467.8461538461,"2022"
"58079","635","11",77588.023076923,"2022"
"58080","635","NoAnswer",1,"2022"
"58081","636","1",26869.2307692308,"2022"
"58082","636","2",30692.3076923077,"2022"
"58083","636","3",34534.6153846154,"2022"
"58084","636","4",38334.6153846154,"2022"
"58085","636","5",41423.0769230769,"2022"
"58086","636","6",44488.4615384615,"2022"
"58087","636","7",47550,"2022"
"58088","636","8",50630.7692307692,"2022"
"58089","636","9",58225.3846153846,"2022"
"58090","636","10",66959.1923076923,"2022"
"58091","636","11",77003.0711538461,"2022"
"58092","636","NoAnswer",1,"2022"
"58093","637","1",27505,"2022"
"58094","637","2",31415,"2022"
"58095","637","3",35350,"2022"
"58096","637","4",39245,"2022"
"58097","637","5",42410,"2022"
"58098","637","6",45545,"2022"
"58099","637","7",48685,"2022"
"58100","637","8",51830,"2022"
"58101","637","9",59604.5,"2022"
"58102","637","10",68545.175,"2022"
"58103","637","11",78826.95125,"2022"
"58104","637","NoAnswer",1,"2022"
"58105","638","1",23795.8333333333,"2022"
"58106","638","2",27187.5,"2022"
"58107","638","3",30591.6666666667,"2022"
"58108","638","4",33945.8333333333,"2022"
"58109","638","5",36691.6666666667,"2022"
"58110","638","6",39400,"2022"
"58111","638","7",42112.5,"2022"
"58112","638","8",44837.5,"2022"
"58113","638","9",51563.125,"2022"
"58114","638","10",59297.59375,"2022"
"58115","638","11",68192.2328125,"2022"
"58116","638","NoAnswer",1,"2022"
"58117","639","1",25681.25,"2022"
"58118","639","2",29343.75,"2022"
"58119","639","3",33012.5,"2022"
"58120","639","4",36637.5,"2022"
"58121","639","5",39600,"2022"
"58122","639","6",42518.75,"2022"
"58123","639","7",45437.5,"2022"
"58124","639","8",48393.75,"2022"
"58125","639","9",55652.8125,"2022"
"58126","639","10",64000.734375,"2022"
"58127","639","11",73600.84453125,"2022"
"58128","639","NoAnswer",1,"2022"
"58129","640","1",36041.6666666667,"2022"
"58130","640","2",41186.1111111111,"2022"
"58131","640","3",46341.6666666667,"2022"
"58132","640","4",51452.7777777778,"2022"
"58133","640","5",55594.4444444444,"2022"
"58134","640","6",59702.7777777778,"2022"
"58135","640","7",63827.7777777778,"2022"
"58136","640","8",67936.1111111111,"2022"
"58137","640","9",78126.5277777778,"2022"
"58138","640","10",89845.5069444444,"2022"
"58139","640","11",103322.332986111,"2022"
"58140","640","NoAnswer",1,"2022"
"58141","641","1",36531.25,"2022"
"58142","641","2",41737.5,"2022"
"58143","641","3",46965.625,"2022"
"58144","641","4",52146.875,"2022"
"58145","641","5",56346.875,"2022"
"58146","641","6",60515.625,"2022"
"58147","641","7",64690.625,"2022"
"58148","641","8",68856.25,"2022"
"58149","641","9",79184.6875,"2022"
"58150","641","10",91062.390625,"2022"
"58151","641","11",104721.74921875,"2022"
"58152","641","NoAnswer",1,"2022"
"58153","642","1",41150,"2022"
"58154","642","2",47008.3333333333,"2022"
"58155","642","3",52900,"2022"
"58156","642","4",58741.6666666667,"2022"
"58157","642","5",63466.6666666667,"2022"
"58158","642","6",68166.6666666667,"2022"
"58159","642","7",72866.6666666667,"2022"
"58160","642","8",77566.6666666667,"2022"
"58161","642","9",89201.6666666667,"2022"
"58162","642","10",102581.916666667,"2022"
"58163","642","11",117969.204166667,"2022"
"58164","642","NoAnswer",1,"2022"
"58165","643","1",41150,"2022"
"58166","643","2",47008.3333333333,"2022"
"58167","643","3",52900,"2022"
"58168","643","4",58741.6666666667,"2022"
"58169","643","5",63466.6666666667,"2022"
"58170","643","6",68166.6666666667,"2022"
"58171","643","7",72866.6666666667,"2022"
"58172","643","8",77566.6666666667,"2022"
"58173","643","9",89201.6666666667,"2022"
"58174","643","10",102581.916666667,"2022"
"58175","643","11",117969.204166667,"2022"
"58176","643","NoAnswer",1,"2022"
"58177","644","1",33141.3043478261,"2022"
"58178","644","2",37867.3913043478,"2022"
"58179","644","3",42608.6956521739,"2022"
"58180","644","4",47313.0434782609,"2022"
"58181","644","5",51123.9130434783,"2022"
"58182","644","6",54902.1739130435,"2022"
"58183","644","7",58695.652173913,"2022"
"58184","644","8",62471.7391304348,"2022"
"58185","644","9",71842.5,"2022"
"58186","644","10",82618.875,"2022"
"58187","644","11",95011.70625,"2022"
"58188","644","NoAnswer",1,"2022"
"58189","645","1",36142.8571428571,"2022"
"58190","645","2",41300,"2022"
"58191","645","3",46471.4285714286,"2022"
"58192","645","4",51607.1428571429,"2022"
"58193","645","5",55764.2857142857,"2022"
"58194","645","6",59885.7142857143,"2022"
"58195","645","7",64021.4285714286,"2022"
"58196","645","8",68142.8571428571,"2022"
"58197","645","9",78364.2857142857,"2022"
"58198","645","10",90118.9285714286,"2022"
"58199","645","11",103636.767857143,"2022"
"58200","645","NoAnswer",1,"2022"
"58201","646","1",27951.7857142857,"2022"
"58202","646","2",31937.5,"2022"
"58203","646","3",35933.9285714286,"2022"
"58204","646","4",39891.0714285714,"2022"
"58205","646","5",43108.9285714286,"2022"
"58206","646","6",46294.6428571429,"2022"
"58207","646","7",49489.2857142857,"2022"
"58208","646","8",52678.5714285714,"2022"
"58209","646","9",60580.3571428571,"2022"
"58210","646","10",69667.4107142857,"2022"
"58211","646","11",80117.5223214286,"2022"
"58212","646","NoAnswer",1,"2022"
"58213","647","1",30469.0476190476,"2022"
"58214","647","2",34811.9047619048,"2022"
"58215","647","3",39169.0476190476,"2022"
"58216","647","4",43485.7142857143,"2022"
"58217","647","5",46992.8571428571,"2022"
"58218","647","6",50466.6666666667,"2022"
"58219","647","7",53940.4761904762,"2022"
"58220","647","8",57426.1904761905,"2022"
"58221","647","9",66040.119047619,"2022"
"58222","647","10",75946.1369047619,"2022"
"58223","647","11",87338.0574404762,"2022"
"58224","647","NoAnswer",1,"2022"
"58225","648","1",34242.8571428571,"2022"
"58226","648","2",39125,"2022"
"58227","648","3",44021.4285714286,"2022"
"58228","648","4",48878.5714285714,"2022"
"58229","648","5",52814.2857142857,"2022"
"58230","648","6",56721.4285714286,"2022"
"58231","648","7",60625,"2022"
"58232","648","8",64542.8571428571,"2022"
"58233","648","9",74224.2857142857,"2022"
"58234","648","10",85357.9285714286,"2022"
"58235","648","11",98161.6178571428,"2022"
"58236","648","NoAnswer",1,"2022"
"58237","649","1",42518.75,"2022"
"58238","649","2",48575,"2022"
"58239","649","3",54656.25,"2022"
"58240","649","4",60693.75,"2022"
"58241","649","5",65575,"2022"
"58242","649","6",70431.25,"2022"
"58243","649","7",75287.5,"2022"
"58244","649","8",80137.5,"2022"
"58245","649","9",92158.125,"2022"
"58246","649","10",105981.84375,"2022"
"58247","649","11",121879.1203125,"2022"
"58248","649","NoAnswer",1,"2022"
"58249","650","1",24221.4285714286,"2022"
"58250","650","2",27673.8095238095,"2022"
"58251","650","3",31140.4761904762,"2022"
"58252","650","4",34566.6666666667,"2022"
"58253","650","5",37361.9047619048,"2022"
"58254","650","6",40121.4285714286,"2022"
"58255","650","7",42885.7142857143,"2022"
"58256","650","8",45657.1428571429,"2022"
"58257","650","9",52505.7142857143,"2022"
"58258","650","10",60381.5714285714,"2022"
"58259","650","11",69438.8071428571,"2022"
"58260","650","NoAnswer",1,"2022"
"58261","651","1",32800,"2022"
"58262","651","2",37470,"2022"
"58263","651","3",42170,"2022"
"58264","651","4",46820,"2022"
"58265","651","5",50600,"2022"
"58266","651","6",54340,"2022"
"58267","651","7",58080,"2022"
"58268","651","8",61830,"2022"
"58269","651","9",71104.5,"2022"
"58270","651","10",81770.175,"2022"
"58271","651","11",94035.70125,"2022"
"58272","651","NoAnswer",1,"2022"
"58273","652","1",25390,"2022"
"58274","652","2",29006.6666666667,"2022"
"58275","652","3",32640,"2022"
"58276","652","4",36236.6666666667,"2022"
"58277","652","5",39160,"2022"
"58278","652","6",42056.6666666667,"2022"
"58279","652","7",44956.6666666667,"2022"
"58280","652","8",47860,"2022"
"58281","652","9",55039,"2022"
"58282","652","10",63294.85,"2022"
"58283","652","11",72789.0775,"2022"
"58284","652","NoAnswer",1,"2022"
"58285","653","1",24626.9230769231,"2022"
"58286","653","2",28130.7692307692,"2022"
"58287","653","3",31657.6923076923,"2022"
"58288","653","4",35138.4615384615,"2022"
"58289","653","5",37976.9230769231,"2022"
"58290","653","6",40784.6153846154,"2022"
"58291","653","7",43596.1538461538,"2022"
"58292","653","8",46407.6923076923,"2022"
"58293","653","9",53368.8461538461,"2022"
"58294","653","10",61374.1730769231,"2022"
"58295","653","11",70580.2990384615,"2022"
"58296","653","NoAnswer",1,"2022"
"58297","654","1",25405.8823529412,"2022"
"58298","654","2",29029.4117647059,"2022"
"58299","654","3",32661.7647058824,"2022"
"58300","654","4",36247.0588235294,"2022"
"58301","654","5",39176.4705882353,"2022"
"58302","654","6",42067.6470588235,"2022"
"58303","654","7",44958.8235294118,"2022"
"58304","654","8",47879.4117647059,"2022"
"58305","654","9",55061.3235294118,"2022"
"58306","654","10",63320.5220588235,"2022"
"58307","654","11",72818.600367647,"2022"
"58308","654","NoAnswer",1,"2022"
"58309","655","1",23241.6666666667,"2022"
"58310","655","2",26561.1111111111,"2022"
"58311","655","3",29883.3333333333,"2022"
"58312","655","4",33158.3333333333,"2022"
"58313","655","5",35844.4444444444,"2022"
"58314","655","6",38486.1111111111,"2022"
"58315","655","7",41127.7777777778,"2022"
"58316","655","8",43802.7777777778,"2022"
"58317","655","9",50373.1944444444,"2022"
"58318","655","10",57929.1736111111,"2022"
"58319","655","11",66618.5496527778,"2022"
"58320","655","NoAnswer",1,"2022"
"58321","656","1",22023.9130434783,"2022"
"58322","656","2",25165.2173913043,"2022"
"58323","656","3",28313.0434782609,"2022"
"58324","656","4",31417.3913043478,"2022"
"58325","656","5",33958.6956521739,"2022"
"58326","656","6",36463.0434782609,"2022"
"58327","656","7",38967.3913043478,"2022"
"58328","656","8",41504.347826087,"2022"
"58329","656","9",47730,"2022"
"58330","656","10",54889.5,"2022"
"58331","656","11",63122.925,"2022"
"58332","656","NoAnswer",1,"2022"
"58333","657","1",22636.9565217391,"2022"
"58334","657","2",25867.3913043478,"2022"
"58335","657","3",29102.1739130435,"2022"
"58336","657","4",32295.652173913,"2022"
"58337","657","5",34906.5217391304,"2022"
"58338","657","6",37480.4347826087,"2022"
"58339","657","7",40054.347826087,"2022"
"58340","657","8",42663.0434782609,"2022"
"58341","657","9",49062.5,"2022"
"58342","657","10",56421.875,"2022"
"58343","657","11",64885.15625,"2022"
"58344","657","NoAnswer",1,"2022"
"58345","658","1",24900,"2022"
"58346","658","2",28450,"2022"
"58347","658","3",32000,"2022"
"58348","658","4",35550,"2022"
"58349","658","5",38400,"2022"
"58350","658","6",41250,"2022"
"58351","658","7",44100,"2022"
"58352","658","8",46950,"2022"
"58353","658","9",53992.5,"2022"
"58354","658","10",62091.375,"2022"
"58355","658","11",71405.08125,"2022"
"58356","658","NoAnswer",1,"2022"
"58357","659","1",9450,"2022"
"58358","659","2",10800,"2022"
"58359","659","3",12150,"2022"
"58360","659","4",13500,"2022"
"58361","659","5",14600,"2022"
"58362","659","6",15700,"2022"
"58363","659","7",16750,"2022"
"58364","659","8",17850,"2022"
"58365","659","9",20527.5,"2022"
"58366","659","10",23606.625,"2022"
"58367","659","11",27147.61875,"2022"
"58368","659","NoAnswer",1,"2022"
"58369","660","1",30065.2173913043,"2022"
"58370","660","2",34363.0434782609,"2022"
"58371","660","3",38663.0434782609,"2022"
"58372","660","4",42921.7391304348,"2022"
"58373","660","5",46384.7826086957,"2022"
